,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.1131090316015052,-0.009193086166864928,0.030556694987682303,-0.041326074158326134,-0.009012797616690882,-0.01685832178143917,0.008669132240011155,-0.03158909205607115,-0.0363497262296878,-0.042405007198342885,-0.04631165023738675,0.04364265165639665,-0.006976513182839514,0.031116762171136892,-0.0431623238641121,0.15797564151433227,0.09241726526916844,-0.08089056493337783,0.043220382813868495,0.0011833186631219962
1,-0.11310903160150475,-0.00919308616686454,0.0305566949876825,-0.04132607415832631,-0.009012797616691036,-0.01685832178143922,0.008669132240011139,-0.03158909205607129,-0.036349726229688066,-0.04240500719834289,-0.046311650237386606,0.043642651656397004,-0.006976513182839697,0.031116762171136965,-0.043162323864112166,0.15797564151433233,0.09241726526916848,-0.08089056493337805,0.04322038281386843,0.001183318663121902
2,-0.11310903160150482,-0.009193086166864997,0.030556694987683763,-0.04132607415832638,-0.009012797616690861,-0.016858321781439176,0.008669132240011201,-0.03158909205607128,-0.036349726229687955,-0.04240500719834302,-0.04631165023738657,0.043642651656396775,-0.006976513182839736,0.031116762171136934,-0.04316232386411224,0.15797564151433224,0.09241726526916857,-0.08089056493337801,0.04322038281386843,0.0011833186631219027
3,-0.11310903160150482,-0.009193086166864903,0.03055669498768257,-0.04132607415832634,-0.009012797616691076,-0.016858321781439124,0.00866913224001112,-0.031589092056071216,-0.03634972622968799,-0.042405007198342906,-0.046311650237386606,0.043642651656396886,-0.006976513182839546,0.031116762171136885,-0.04316232386411209,0.15797564151433227,0.09241726526916835,-0.08089056493337791,0.043220382813868446,0.0011833186631219122
4,-0.11310903160150482,-0.009193086166864902,0.03055669498768258,-0.04132607415832633,-0.009012797616691604,-0.01685832178143848,0.008669132240011299,-0.03158909205607125,-0.036349726229687934,-0.04240500719834297,-0.04631165023738666,0.04364265165639692,-0.0069765131828395935,0.03111676217113693,-0.043162323864112305,0.15797564151433238,0.09241726526916849,-0.08089056493337804,0.04322038281386842,0.0011833186631218927
5,-0.11310903160150372,-0.009193086166867957,0.03055669498768279,-0.04132607415832758,-0.009012797616692048,-0.016858321781440033,0.00866913224001209,-0.03158909205607256,-0.03634972622968874,-0.042405007198343767,-0.04631165023738816,0.043642651656398586,-0.006976513182840023,0.031116762171137815,-0.04316232386411415,0.1579756415143367,0.09241726526916977,-0.0808905649333794,0.04322038281387201,0.00118331866312253
6,0.08367311712823218,-0.0935982269463031,0.017218862117775843,-0.033799218998445846,-0.03094570846925393,-0.031408144492420575,0.027863623459285447,-0.04007862213243925,-0.0689567550007329,-0.023941014621638695,-0.06824371978011665,0.05863072251584019,-0.04416836014311545,0.012031497232061091,-0.036391777623143766,0.02432568004799195,0.04335469342258087,-0.030155844722630783,0.05048892431544356,0.039580541338999825
7,0.11474520878507377,-0.07038372159076245,0.003238179633865716,-0.00939185991966374,-0.0187519832352655,-0.01459847884055207,0.018800420314386335,-0.009094556008527314,-0.030225109198878664,-0.0040530656888257965,-0.023033705884804023,0.01668001631290278,-0.0234491907432748,-0.0050803474110672625,-0.008673683218029297,-0.0375784648392266,-0.00274162323486765,0.012396789533584803,0.015942985632669115,0.0204981430860595
8,0.12043551637193546,-0.05906005115673017,-0.004059736824449086,-0.0015268522551751748,-0.016089157323804674,-0.005703250486555798,0.01243344921144876,0.003460334585766379,-0.007042766864624652,0.003674866998321592,0.0007278227046487043,-0.0031649422735542956,-0.0009102041165691823,-0.006926616963024023,0.0035404603937268186,-0.04600440256110408,-0.01745706138459251,0.03682249570135967,-0.00155754871798211,0.006106681727034016
9,0.09493268449284521,-0.021638916630807494,-0.031112605258904375,-0.011035958811654855,-0.03795607993297085,0.0054822381011865665,-0.02995997729836879,0.010791749731385178,0.07709933416464566,0.03186903636682397,0.0654762332864331,-0.040125386619931425,0.04821300719350234,-0.035322181622059766,0.020882945077545678,-0.06105439701415625,-0.10322749095023971,0.05892382269295899,-0.05801002355240404,-0.04662357016363569
